name1,name2,distance
Magwi,Wunagak,1523.93
Magwi,Yei,272.19
Magwi,Yirol,412.9
Malakal,Malut,177.14
Malakal,Maridi,1790.07
Malakal,Mayom,1313.43
Malakal,Melut,202.81
Malakal,Mongalla,1097.8
Malakal,Mundri,1763.76
Malakal,Mvolo,1655.06
Malakal,Nasir,554.69
Malakal,Pariang,1194.4
Malakal,Pibor,1807.27
Malakal,Pochalla,644.84
Malakal,Pugnido,636.41
Malakal,Renk,318.68
Malakal,Rhino,1619.43
Malakal,Rubkona,1269.77
Malakal,Rumbek,1573.7
Malakal,Tambura,1747.97
Malakal,Terakeka,1856.09
Malakal,Tierkidi,500.64
Malakal,Torit,1371.44
Malakal,Wau,1528.87
Malakal,West Kordofan,1275.43
Malakal,Wunagak,55.41
Malakal,Yei,1632.5
Malakal,Yirol,1680.6
Malut,Maridi,1623.35
Malut,Mayom,1149.96
Malut,Melut,39.87
Malut,Mongalla,953.26
Malut,Mundri,1597.07
Malut,Mvolo,1488.37
Malut,Nasir,410.76
Malut,Pariang,1045.56
Malut,Pibor,1662.1
Malut,Pochalla,500.9
Malut,Pugnido,492.47
Malut,Renk,150.52
Malut,Rhino,1477.21
Malut,Rubkona,1106.29
Malut,Rumbek,1412.81
Malut,Tambura,1581.92
Malut,Terakeka,1689.38
Malut,Tierkidi,356.71
Malut,Torit,1226.27
Malut,Wau,1369.22
Malut,West Kordofan,1109.65
Malut,Wunagak,223.71
Malut,Yei,1487.02
Malut,Yirol,1520.95
Maridi,Mayom,638.84
Maridi,Melut,1663.74
Maridi,Mongalla,688.95
Maridi,Mundri,91.23
Maridi,Mvolo,146.94
Maridi,Nasir,1409.76
Maridi,Pariang,672.91
Maridi,Pibor,690.87
Maridi,Pochalla,1257.56
Maridi,Pugnido,1248.63
Maridi,Renk,1483.21
Maridi,Rhino,348.41
Maridi,Rubkona,555.72
Maridi,Rumbek,257.1
Maridi,Tambura,313.16
Maridi,Terakeka,294.69
Maridi,Tierkidi,1285.68
Maridi,Torit,411.43
Maridi,Wau,475.22
Maridi,West Kordofan,1507.92
Maridi,Wunagak,1830.55
Maridi,Yei,185.3
Maridi,Yirol,252.51
Mayom,Melut,1188.43
Mayom,Mongalla,1171.89
Mayom,Mundri,612.75
Mayom,Mvolo,510.24
Mayom,Nasir,1542.96
Mayom,Pariang,161.73
Mayom,Pibor,1171.35
Mayom,Pochalla,1635.27
Mayom,Pugnido,1626.34
Mayom,Renk,998.86
Mayom,Rhino,1083.94
Mayom,Rubkona,86.45
Mayom,Rumbek,397.0
Mayom,Tambura,521.25
Mayom,Terakeka,703.3
Mayom,Tierkidi,1489.55
Mayom,Torit,897.99
Mayom,Wau,281.81
Mayom,West Kordofan,1021.55
Mayom,Wunagak,1358.01
Mayom,Yei,815.4
Mayom,Yirol,503.09
Melut,Mongalla,983.35
Melut,Mundri,1637.46
Melut,Mvolo,1528.76
Melut,Nasir,438.89
Melut,Pariang,1084.67
Melut,Pibor,1692.18
Melut,Pochalla,529.02
Melut,Pugnido,520.59
Melut,Renk,191.27
Melut,Rhino,1507.52
Melut,Rubkona,1144.76
Melut,Rumbek,1451.29
Melut,Tambura,1622.3
Melut,Terakeka,1729.77
Melut,Tierkidi,384.83
Melut,Torit,1256.36
Melut,Wau,1407.7
Melut,West Kordofan,1148.13
Melut,Wunagak,249.61
Melut,Yei,1517.41
Melut,Yirol,1559.43
Mongalla,Mundri,599.35
Mongalla,Mvolo,691.96
Mongalla,Nasir,748.49
Mongalla,Pariang,1209.38
Mongalla,Pibor,720.97
Mongalla,Pochalla,593.53
Mongalla,Pugnido,585.11
Mongalla,Renk,1096.96
Mongalla,Rhino,571.11
Mongalla,Rubkona,1091.69
Mongalla,Rumbek,798.03
Mongalla,Tambura,1249.53
Mongalla,Terakeka,479.22
Mongalla,Tierkidi,622.04
Mongalla,Torit,280.31
Mongalla,Wau,1002.32
Mongalla,West Kordofan,2151.25
Mongalla,Wunagak,1143.58
Mongalla,Yei,543.9
Mongalla,Yirol,689.8
Mundri,Mvolo,126.72
Mundri,Nasir,1319.69
Mundri,Pariang,647.71
Mundri,Pibor,601.12
Mundri,Pochalla,1193.04
Mundri,Pugnido,1184.61
Mundri,Renk,1456.63
Mundri,Rhino,398.19
Mundri,Rubkona,530.52
Mundri,Rumbek,244.61
Mundri,Tambura,402.1
Mundri,Terakeka,203.62
Mundri,Tierkidi,1195.61
Mundri,Torit,327.37
Mundri,Wau,456.68
Mundri,West Kordofan,1482.56
Mundri,Wunagak,1804.24
Mundri,Yei,232.34
Mundri,Yirol,211.83
Mvolo,Nasir,1879.83
Mvolo,Pariang,531.35
Mvolo,Pibor,694.9
Mvolo,Pochalla,1256.09
Mvolo,Pugnido,1247.17
Mvolo,Renk,1349.06
Mvolo,Rhino,492.34
Mvolo,Rubkona,426.53
Mvolo,Rumbek,122.93
Mvolo,Tambura,584.45
Mvolo,Terakeka,323.03
Mvolo,Tierkidi,1829.17
Mvolo,Torit,423.78
Mvolo,Wau,340.59
Mvolo,West Kordofan,1373.85
Mvolo,Wunagak,1695.53
Mvolo,Yei,322.54
Mvolo,Yirol,108.1
Nasir,Pariang,1423.94
Nasir,Pibor,1439.44
Nasir,Pochalla,280.22
Nasir,Pugnido,271.64
Nasir,Renk,552.97
Nasir,Rhino,1284.92
Nasir,Rubkona,1499.32
Nasir,Rumbek,1806.89
Nasir,Tambura,1973.37
Nasir,Terakeka,1202.07
Nasir,Tierkidi,133.64
Nasir,Torit,1003.62
Nasir,Wau,1762.14
Nasir,West Kordofan,1478.77
Nasir,Wunagak,599.9
Nasir,Yei,1263.72
Nasir,Yirol,1411.44
Pariang,Pibor,1208.28
Pariang,Pochalla,1516.24
Pariang,Pugnido,1507.31
Pariang,Renk,898.18
Pariang,Rhino,1120.9
Pariang,Rubkona,119.68
Pariang,Rumbek,430.25
Pariang,Tambura,677.18
Pariang,Terakeka,740.23
Pariang,Tierkidi,1370.51
Pariang,Torit,934.91
Pariang,Wau,436.16
Pariang,West Kordofan,901.12
Pariang,Wunagak,1238.98
Pariang,Yei,848.47
Pariang,Yirol,536.02
Pibor,Pochalla,1315.76
Pibor,Pugnido,1307.33
Pibor,Renk,1978.32
Pibor,Rhino,665.82
Pibor,Rubkona,1057.4
Pibor,Rumbek,763.33
Pibor,Tambura,1215.67
Pibor,Terakeka,444.43
Pibor,Tierkidi,1315.05
Pibor,Torit,443.32
Pibor,Wau,983.41
Pibor,West Kordofan,2003.88
Pibor,Wunagak,1852.42
Pibor,Yei,510.21
Pibor,Yirol,655.1
Pochalla,Pugnido,10.92
Pochalla,Renk,636.54
Pochalla,Rhino,1136.19
Pochalla,Rubkona,1591.63
Pochalla,Rumbek,1365.97
Pochalla,Tambura,2064.45
Pochalla,Terakeka,1072.84
Pochalla,Tierkidi,151.75
Pochalla,Torit,870.9
Pochalla,Wau,1853.3
Pochalla,West Kordofan,1569.81
Pochalla,Wunagak,690.05
Pochalla,Yei,1112.62
Pochalla,Yirol,1283.22
Pugnido,Renk,627.61
Pugnido,Rhino,1127.26
Pugnido,Rubkona,1582.7
Pugnido,Rumbek,1357.05
Pugnido,Tambura,2055.52
Pugnido,Terakeka,1064.41
Pugnido,Tierkidi,143.18
Pugnido,Torit,862.47
Pugnido,Wau,1844.38
Pugnido,West Kordofan,1560.88
Pugnido,Wunagak,681.62
Pugnido,Yei,1103.69
Pugnido,Yirol,1274.79
Renk,Rhino,1920.59
Renk,Rubkona,955.22
Renk,Rumbek,1261.12
Renk,Tambura,1440.37
Renk,Terakeka,1548.52
Renk,Tierkidi,490.82
Renk,Torit,1742.0
Renk,Wau,1216.9
Renk,West Kordofan,957.52
Renk,Wunagak,364.02
Renk,Yei,1652.98
Renk,Yirol,1367.95
Rhino,Rubkona,1004.0
Rhino,Rumbek,699.31
Rhino,Tambura,653.19
Rhino,Terakeka,395.36
Rhino,Tierkidi,1160.84
Rhino,Torit,303.04
Rhino,Wau,914.05
Rhino,West Kordofan,1946.05
Rhino,Wunagak,1664.87
Rhino,Yei,173.67
Rhino,Yirol,605.84
Rubkona,Rumbek,313.34
Rubkona,Tambura,698.15
Rubkona,Terakeka,623.03
Rubkona,Tierkidi,1445.89
Rubkona,Torit,817.72
Rubkona,Wau,366.49
Rubkona,West Kordofan,976.15
Rubkona,Wunagak,1314.35
Rubkona,Yei,731.27
Rubkona,Yirol,419.11
Rumbek,Tambura,470.45
Rumbek,Terakeka,324.57
Rumbek,Tierkidi,1753.5
Rumbek,Torit,519.74
Rumbek,Wau,223.99
Rumbek,West Kordofan,1266.73
Rumbek,Wunagak,1621.93
Rumbek,Yei,435.71
Rumbek,Yirol,109.56
Tambura,Terakeka,791.4
Tambura,Tierkidi,1922.12
Tambura,Torit,987.62
Tambura,Wau,252.53
Tambura,West Kordofan,1280.01
Tambura,Wunagak,1788.44
Tambura,Yei,483.6
Tambura,Yirol,575.77
Terakeka,Tierkidi,1078.8
Terakeka,Torit,206.75
Terakeka,Wau,543.07
Terakeka,West Kordofan,1573.99
Terakeka,Wunagak,1896.56
Terakeka,Yei,216.57
Terakeka,Yirol,215.71
Tierkidi,Torit,879.19
Tierkidi,Wau,1708.73
Tierkidi,West Kordofan,1427.49
Tierkidi,Wunagak,545.85
Tierkidi,Yei,1140.6
Tierkidi,Yirol,1287.35
Torit,Wau,739.78
Torit,West Kordofan,1768.32
Torit,Wunagak,1416.59
Torit,Yei,272.94
Torit,Yirol,411.97
Wau,West Kordofan,1033.37
Wau,Wunagak,1577.12
Wau,Yei,639.78
Wau,Yirol,329.91
West Kordofan,Wunagak,1320.02
West Kordofan,Yei,1678.48
West Kordofan,Yirol,1373.17
Wunagak,Yei,1677.2
Wunagak,Yirol,1730.09
Yei,Yirol,422.65
